Quebra;Quebra2;C�digo;Descri��o;Quantidade;Faturamento;Pre�o m�dio;Custo Total;Imposto Estadual;Imposto Federal;Lucro;Margem;Markup;Participa��o;Acumulado;Classifica��o;ICMS ST;Fecop ST
"";;00000000002100;MARGARINA MEDALHA DE OURO 3KG;49,000;1831,99;37,39;1321,53;0,00;0,00;510,46;27,86;38,63;0,02;8,55;;;
"";;00000000002207;HALLS UVA VERDE;49,000;73,01;1,49;49,49;0,00;0,00;23,52;32,21;47,52;0,02;8,56;;;
"";;00000000001813;DOCE DE LEITE EM BARRA CAMPONESA 200G;49,000;367,50;7,50;289,51;0,00;0,00;77,99;21,22;26,94;0,02;8,58;;;
"";;00000000005756;MOLHO DE TOMATE QUERO BOLONHESA 240G SACHE;50,000;149,50;2,99;111,05;0,00;0,00;38,45;25,72;34,62;0,02;8,59;;;
"";;00000000004245;DOCE DE SORO DE LEITE TRADICIONAL AUREA 350G;50,000;275,22;5,50;213,00;0,00;0,00;62,22;22,61;29,21;0,02;8,61;;;
"";;00000000001956;MACARRAO NISSIN LAMEN SABOR CARNE 80G;50,000;108,70;2,17;92,34;0,00;0,00;16,36;15,05;17,72;0,02;8,63;;;
"";;00000000002846;REFRIGERANTE PEPSI LATA 350ML;50,000;139,70;2,79;120,39;0,00;0,00;19,31;13,82;16,04;0,02;8,64;;;
"";;00000000000184;BARRA DE CHOCOLATE AO LEITE GAROTO 80G;50,000;251,00;5,02;231,50;0,00;0,00;19,50;7,77;8,42;0,02;8,66;;;
"";;00000000000021;LINGUI�A MISTA VERMELHA KG;50,367;498,64;9,90;413,01;0,00;0,00;85,63;17,17;20,73;0,02;8,67;;;
"";;00000000001900;GARFO REFEI�AO BRANCO STRAWPLAST C/50;51,000;153,28;3,01;114,75;0,00;0,00;38,53;25,14;33,58;0,02;8,69;;;
"";;00000000000710;BISCOITO LEITE MALTADO PIRAQUE 132G;51,000;223,89;4,39;185,13;0,00;0,00;38,76;17,31;20,94;0,02;8,71;;;
"";;00000000000988;CASQUINHA PRA SORVETE C/10;51,000;244,60;4,80;98,43;0,00;0,00;146,17;59,76;148,50;0,02;8,72;;;
"";;00000000005325;BARRA TRIO BRIGADEIRO 20G;51,000;101,49;1,99;940,95;0,00;0,00;-839,46;-827,14;-89,21;0,02;8,74;;;
"";;00000000000316;CHOCAU DOCE DE LEITE COM CHOCOLATE AUREA 48KG;51,000;5493,36;107,71;5176,65;0,00;0,00;316,71;5,77;6,12;0,02;8,76;;;
"";;00000000004757;CONFEITO CHOCOLATE GRANULADO MARIZA 200G;51,000;339,49;6,66;273,36;0,00;0,00;66,13;19,48;24,19;0,02;8,77;;;
"";;00000000000687;WAFER MORANGO AMORI 80G;51,000;121,89;2,39;86,29;0,00;0,00;35,60;29,21;41,26;0,02;8,79;;;
"";;00000000001170;TEMPERO ANA MARIA 48G PIONEIRO;51,000;178,22;3,49;158,10;0,00;0,00;20,12;11,29;12,73;0,02;8,81;;;
"";;00000000004875;RICHESTER WAFER MOUSSE DE LIMAO AMORI 80G;51,000;121,89;2,39;86,19;0,00;0,00;35,70;29,29;41,42;0,02;8,82;;;
"";;00000000002960;MACARRAO BAVETTE ADRIA GRANO DURO 500G;51,000;453,90;8,90;377,91;0,00;0,00;75,99;16,74;20,11;0,02;8,84;;;
"";;00000000003002;MASSA BROWNIE DONA BENTA 450G;51,000;356,49;6,99;303,45;0,00;0,00;53,04;14,88;17,48;0,02;8,86;;;
"";;00000000004567;SPRAY ANTIADERENTE DESMOLDANTE UNTA FLEX 400ML;52,000;1555,55;29,91;1256,84;0,00;0,00;298,71;19,20;23,77;0,02;8,87;;;
"";;00000000000726;FITA ADESIVA DUREX 12X30M EUROCEL;52,000;74,00;1,42;48,36;0,00;0,00;25,64;34,65;53,02;0,02;8,89;;;
"";;00000000001555;CREME DE NATA JAGUARIBE 500G;52,000;233,48;4,49;182,00;0,00;0,00;51,48;22,05;28,29;0,02;8,91;;;
"";;00000000002050;CALDO EM PO KITANO SABOR CARNE 101KG;52,000;774,80;14,90;642,20;0,00;0,00;132,60;17,11;20,65;0,02;8,92;;;
"";;00000000001653;SACO DE CHURRASCO 3KG;52,000;519,48;9,99;412,36;0,00;0,00;107,12;20,62;25,98;0,02;8,94;;;
"";;00000000005413;LINGUI�A FININHA SADIA 215G;52,000;363,48;6,99;304,20;0,00;0,00;59,28;16,31;19,49;0,02;8,96;;;
"";;00000000000930;MOLHO BARBECUE CEPERA 101KG;52,000;987,48;18,99;867,62;0,00;0,00;119,86;12,14;13,81;0,02;8,97;;;
"";;00000000000057;BACON EM CUBO KG;52,410;1570,19;29,96;1160,88;0,00;0,00;409,31;26,07;35,26;0,02;8,99;;;
"";;00000000003326;RAPADURA NATURAL ENGENHO BARI 180G;53,000;110,77;2,09;84,80;0,00;0,00;25,97;23,44;30,63;0,02;9,01;;;
"";;00000000001180;SEMENTE DE CHIA 98G PIONEIRO;53,000;343,87;6,49;270,30;0,00;0,00;73,57;21,39;27,22;0,02;9,02;;;
"";;00000000006163;POLPA DE ABACAXI C/ HORTELA 1KG SUPER POLPAS;53,000;401,26;7,57;312,00;0,00;0,00;89,26;22,24;28,61;0,02;9,04;;;
"";;00000000001288;CAPPUCCINO TRADICIONAL  MELITTA 200G;53,000;844,47;15,93;710,73;0,00;0,00;133,74;15,84;18,82;0,02;9,06;;;
"";;00000000000292;GRANULADO CROCANTE DONA JURA 120G;53,000;217,04;4,10;159,53;0,00;0,00;57,51;26,50;36,05;0,02;9,08;;;
"";;00000000000614;LEITE EM PO NINHO INTEGRAL LATA 380G;53,000;1056,00;19,92;824,65;0,00;0,00;231,35;21,91;28,05;0,02;9,09;;;
"";;00000000001537;MARGARINA DELINE 250G;53,000;211,47;3,99;143,83;0,00;0,00;67,64;31,99;47,03;0,02;9,11;;;
"";;00000000000818;BLOCO DE PEDIDOS COM CARBONO;53,000;107,71;2,03;79,50;0,00;0,00;28,21;26,19;35,48;0,02;9,13;;;
"";;00000000002693;CANUDO GRANDE BIODEGRADAVEL TELPLASTIC C/100;53,000;211,47;3,99;169,60;0,00;0,00;41,87;19,80;24,69;0,02;9,14;;;
"";;00000000000026;SACOLA RECICLADA KG;53,375;590,80;11,07;469,70;0,00;0,00;121,10;20,50;25,78;0,02;9,16;;;
"";;00000000003327;RAPADURA COM COCO ENGENHO BARI 180G;54,000;112,86;2,09;88,56;0,00;0,00;24,30;21,53;27,44;0,02;9,18;;;
"";;00000000005879;CARNE JERKED SUINO SEARA 400G;54,000;912,60;16,90;757,62;0,00;0,00;154,98;16,98;20,46;0,02;9,20;;;
"";;00000000000985;MOLHO DE TOMATE PALMEIRON 300G SACHE;54,000;107,46;1,99;1844,10;0,00;0,00;-1736,64;-1616,08;-94,17;0,02;9,21;;;
"";;00000000001073;VINAGRE DE ALCOOL TEMPERO DA CASA 5L;54,000;691,46;12,80;567,00;0,00;0,00;124,46;18,00;21,95;0,02;9,23;;;
"";;00000000001006;KETCHUP  BUCATINNI SACHE 168 UND;54,000;755,46;13,99;546,00;0,00;0,00;209,46;27,73;38,36;0,02;9,25;;;
"";;00000000000153;PANO MULTIUSO MR.PLUS 50 UN 30X25 AZUL;55,000;765,36;13,92;632,50;0,00;0,00;132,86;17,36;21,01;0,02;9,27;;;
"";;00000000005661;PAPEL HIGIENICO ROSE 30X10CM C/4 ROLOS;55,000;164,45;2,99;116,60;0,00;0,00;47,85;29,10;41,04;0,02;9,28;;;
"";;00000000001818;IOGURTE NATURAL E INTEGRAL BETANIA 170G;55,000;180,95;3,29;135,85;0,00;0,00;45,10;24,92;33,20;0,02;9,30;;;
"";;00000000004391;BEIJOS FINI 35G;55,000;164,84;3,00;136,95;0,00;0,00;27,89;16,92;20,37;0,02;9,32;;;
"";;00000000000583;AVEIA INTEGRAL EM FLOCOS FINOS QUAKER 165G;55,000;226,56;4,12;200,58;0,00;0,00;25,98;11,47;12,95;0,02;9,34;;;
"";;00000000000652;PAO DE LEITE GIPAN 350G;55,000;345,95;6,29;275,40;0,00;0,00;70,55;20,39;25,62;0,02;9,35;;;
"";;00000000003406;REFRESCO MARACUJA  MID 20G;55,000;54,45;0,99;41,25;0,00;0,00;13,20;24,24;32,00;0,02;9,37;;;
"";;00000000002913;MACARRAO PENNE GRANO DURO PETYBON 500G;55,000;544,50;9,90;437,80;0,00;0,00;106,70;19,60;24,37;0,02;9,39;;;
"";;00000000001057;AZEITE DENDE MARIZA 200ML;56,000;419,44;7,49;300,80;0,00;0,00;118,64;28,29;39,44;0,02;9,41;;;
"";;00000000000182;BARRA DE CHOCOLATE CLASSIC AO LEITE NESTLE 80G;56,000;363,86;6,50;278,32;0,00;0,00;85,54;23,51;30,73;0,02;9,43;;;
"";;00000000001201;PIMENTA MOIDA MISTA 48G PIONEIRO;56,000;139,60;2,49;112,00;0,00;0,00;27,60;19,77;24,64;0,02;9,44;;;
"";;00000000001222;ALHO CEBOLA E SALSA 18G PIONEIRO;56,000;167,64;2,99;134,40;0,00;0,00;33,24;19,83;24,73;0,02;9,46;;;
"";;00000000000996;MOLHO DE MADEIRA MARATA 300G;56,000;150,64;2,69;114,80;0,00;0,00;35,84;23,79;31,22;0,02;9,48;;;
"";;00000000001020;MOLHO SHOYU SAKURA 150ML;56,000;223,96;4,00;175,84;0,00;0,00;48,12;21,49;27,37;0,02;9,50;;;
"";;00000000001037;ARROZ DE SUSHI YANAGI 5KG;56,000;3805,40;67,95;3046,47;0,00;0,00;758,93;19,94;24,91;0,02;9,52;;;
"";;00000000002063;KUAT 2L;56,000;382,84;6,84;334,24;0,00;0,00;48,60;12,69;14,54;0,02;9,54;;;
"";;00000000005861;CREME DE LEITE ITALAC LEVISSIMO 200G;57,000;199,16;3,49;164,73;0,00;0,00;34,43;17,29;20,90;0,02;9,55;;;
"";;00000000001474;POLPA DE TAMARINDO 400G SUPER POLPA;57,000;209,69;3,68;155,61;0,00;0,00;54,08;25,79;34,75;0,02;9,57;;;
"";;00000000001756;MANTEIGA DA TERRA JAGUARIBE 420ML;57,000;513,61;9,01;456,00;0,00;0,00;57,61;11,22;12,63;0,02;9,59;;;
"";;00000000001879;DOCE DE LEITE PARA CONFEITARIA AUREA 45KG;57,000;5732,34;100,57;5464,53;0,00;0,00;267,81;4,67;4,90;0,02;9,61;;;
"";;00000000006152;MARGARINA QUALY S/SAL CREMOSA 250G;57,000;284,43;4,99;0,00;0,00;0,00;284,43;100,00;0,00;0,02;9,63;;;
"";;00000000002599;PAO DE QUEIJO DELICIA MINEIRA 300G;57,000;285,74;5,01;239,40;0,00;0,00;46,34;16,22;19,36;0,02;9,65;;;
"";;00000000006174;LINGUI�A TOSCANA AURORA SUINA 5KG;58,000;5330,20;91,90;5046,00;0,00;0,00;284,20;5,33;5,63;0,02;9,66;;;
"";;00000000000144;BARRA DE CHOCOLATE CONFEITEIRO AO LEITE HARALD 101KG;58,000;1386,32;23,90;1247,58;0,00;0,00;138,74;10,01;11,12;0,02;9,68;;;
"";;00000000000091;QUEIJO MUSSARELA CRISTAL FATIADO KG;58,170;2146,48;36,90;2035,95;0,00;0,00;110,53;5,15;5,43;0,02;9,70;;;
"";;00000000004211;PROTEINA DE SOJA CLARA TEXTURIZADA FRANGO 400G CAMIL;59,000;323,91;5,49;409,50;0,00;0,00;-85,59;-26,42;-20,90;0,02;9,72;;;
"";;00000000004315;KETCHUP SACHE FUGINI 144 UND;59,000;1056,10;17,90;879,10;0,00;0,00;177,00;16,76;20,13;0,02;9,74;;;
"";;00000000001602;TAMPA TM 92 MARATA BR;59,000;466,10;7,90;330,40;0,00;0,00;135,70;29,11;41,07;0,02;9,76;;;
"";;00000000002206;HALLS MORANGO;59,000;88,01;1,49;59,59;0,00;0,00;28,42;32,29;47,69;0,02;9,78;;;
"";;00000000001348;MACARRAO ESPAGUETE 8 TRADICIONAL BRANDINI 500G;59,000;265,50;4,50;192,34;0,00;0,00;73,16;27,56;38,04;0,02;9,80;;;
"";;00000000005903;LEITE EM PO INTEGRAL CCGL 1KG;59,000;2118,10;35,90;1854,37;0,00;0,00;263,73;12,45;14,22;0,02;9,82;;;
"";;00000000005093;GOIABADA PALMEIRON 500G;59,000;385,22;6,53;310,93;0,00;0,00;74,29;19,29;23,89;0,02;9,83;;;
"";;00000000000124;SACO DIN DIN 5X30 C/500;60,000;345,90;5,76;279,60;0,00;0,00;66,30;19,17;23,71;0,02;9,85;;;
"";;00000000001559;CREME DE NATA MATUTINHA 1KG;60,000;719,40;11,99;540,00;0,00;0,00;179,40;24,94;33,22;0,02;9,87;;;
"";;00000000001618;CANUDO DE SHAKE RIGIDO STRAWPLAST C/100 CS 323 TAM 8MM;60,000;414,50;6,91;307,20;0,00;0,00;107,30;25,89;34,93;0,02;9,89;;;
"";;00000000001850;TEMPERO PEGA MARIDO 48G PIONEIRO;60,000;281,71;4,70;216,00;0,00;0,00;65,71;23,33;30,42;0,02;9,91;;;
"";;00000000002945;PA�OCA GPMIX 250G;61,000;281,02;4,61;213,50;0,00;0,00;67,52;24,03;31,63;0,02;9,93;;;
"";;00000000001324;ARROZ BRANCO CAMIL 1KG;61,000;366,68;6,01;274,77;0,00;0,00;91,91;25,07;33,45;0,02;9,95;;;
"";;00000000001321;ARROZ PARBOILIZADO NAMORADO 1KG;61,000;329,29;5,40;268,68;0,00;0,00;60,61;18,41;22,56;0,02;9,97;;;
"";;00000000006034;PIRULITO POPLITO PRINCESAS MORANGO AUDAZ FOODS UN;61,000;121,39;1,99;81,74;0,00;0,00;39,65;32,66;48,51;0,02;9,99;;;
"";;00000000003827;MACARRAO ESPAGUETE MASSA COM OVOS DONA BENTA 500G;62,000;361,70;5,83;275,28;0,00;0,00;86,42;23,89;31,39;0,02;10,01;;;
"";;00000000000193;BARRA DE CHOCOLATE BRANCO GAROTO 80G;62,000;309,38;4,99;287,06;0,00;0,00;22,32;7,21;7,78;0,02;10,03;;;
"";;00000000001009;EXTRATO DE TOMATE BONARE 17KG SACHE;62,000;805,38;12,99;807,24;0,00;0,00;-1,86;-0,23;-0,23;0,02;10,05;;;
"";;00000000005354;PEPPERONI FATIADO 250G PAMPLONA;62,000;1085,00;17,50;868,00;0,00;0,00;217,00;20,00;25,00;0,02;10,07;;;
"";;00000000000904;ESPONJA DE A�O BOMBRIL C/8 60G;62,000;141,98;2,29;106,16;0,00;0,00;35,82;25,23;33,74;0,02;10,09;;;
"";;00000000002095;PAPRICA PICANTE 48G PIONEIRO;62,000;154,38;2,49;111,60;0,00;0,00;42,78;27,71;38,33;0,02;10,11;;;
"";;00000000006201;FERMENTO QUIMICO FOOD & PAN PROMIX101KG;62,000;1458,35;23,52;1271,00;0,00;0,00;187,35;12,85;14,74;0,02;10,13;;;
"";;00000000004595;PRESTOBARBA BIC PINK COMFORT UN;63,000;156,87;2,49;110,25;0,00;0,00;46,62;29,72;42,29;0,02;10,15;;;
"";;00000000000929;MOSTARDA AMARELA CEPERA 101KG;63,000;814,96;12,94;706,90;0,00;0,00;108,06;13,26;15,29;0,02;10,17;;;
"";;00000000000650;PAO HAMBURGUER C/10 GIPAN 400G;63,000;378,15;6,00;315,00;0,00;0,00;63,15;16,70;20,05;0,02;10,19;;;
"";;00000000002949;GOTAS DE CHOCOLATE HARALD CHIPSHOW AVELA 101KG;63,000;1589,65;25,23;1323,00;0,00;0,00;266,65;16,77;20,15;0,02;10,21;;;
"";;00000000001316;ARROZ PARBOLIZADO PAI JOAO 1KG;63,000;342,67;5,44;270,27;0,00;0,00;72,40;21,13;26,79;0,02;10,23;;;
"";;00000000001356;RAPADURA ENGENHO TIMBAUBA 600G;63,000;623,70;9,90;535,50;0,00;0,00;88,20;14,14;16,47;0,02;10,25;;;
"";;00000000004495;SACO DE PASTEL MINI 40X15 IMPRESSO;63,000;343,37;5,45;262,71;0,00;0,00;80,66;23,49;30,70;0,02;10,27;;;
"";;00000000004559;CHOCOLATE EM PO 32% CACAU 200G GRAN FINALE;63,000;686,70;10,90;537,39;0,00;0,00;149,31;21,74;27,78;0,02;10,29;;;
"";;00000000004566;CREME CHANTILLY GRAN FINALE FLEISCHMANN 200ML;63,000;372,48;5,91;311,85;0,00;0,00;60,63;16,28;19,44;0,02;10,31;;;
"";;00000000004609;PRESTOBARBA BIC ACQUA 3 UN;63,000;146,31;2,32;110,25;0,00;0,00;36,06;24,65;32,71;0,02;10,33;;;
"";;00000000002111;MORANGO CONGELADO 1KG;63,000;1442,70;22,90;1064,70;0,00;0,00;378,00;26,20;35,50;0,02;10,35;;;
"";;00000000000053;CASTANHA CARAMELIZADA KG;63,254;2018,48;31,91;1707,86;0,00;0,00;310,62;15,39;18,19;0,02;10,38;;;
"";;00000000003952;PAPEL TOALHA DREAMS 1000 FOLHAS;64,000;831,36;12,99;576,00;0,00;0,00;255,36;30,72;44,33;0,02;10,40;;;
"";;00000000000437;CREME DE CONFEITEIRO ITAIQUARA 1KG;64,000;784,56;12,26;608,00;0,00;0,00;176,56;22,50;29,04;0,02;10,42;;;
"";;00000000000729;FITA ADESIVA 12X10M EUROCEL;64,000;51,20;0,80;29,44;0,00;0,00;21,76;42,50;73,91;0,02;10,44;;;
"";;00000000005092;GOIABADA PALMEIRON 250G;64,000;250,88;3,92;189,44;0,00;0,00;61,44;24,49;32,43;0,02;10,46;;;
"";;00000000003854;CREME DE LEITE TRIANGULO 1KG;65,000;834,40;12,84;778,43;0,00;0,00;55,97;6,71;7,19;0,02;10,48;;;
"";;00000000001539;MARGARINA PURO SABOR 250G;65,000;174,85;2,69;129,35;0,00;0,00;45,50;26,02;35,18;0,02;10,50;;;
"";;00000000002548;BISCOITO ANIMADOS ZOO CHOCOLATE 40G RICHESTER;65,000;213,85;3,29;161,20;0,00;0,00;52,65;24,62;32,66;0,02;10,52;;;
"";;00000000001396;BASE P/ DOCE BRANCO EMPORIO BOX 35MM;65,000;129,61;1,99;81,25;0,00;0,00;48,36;37,31;59,52;0,02;10,54;;;
"";;00000000000594;LEITE EM PO ITAMBE 1KG;65,000;2468,46;37,98;2177,50;0,00;0,00;290,96;11,79;13,36;0,02;10,56;;;
"";;00000000004456;GORDURA DE PALMA VEGETAL PRIMOR 500G;65,000;582,44;8,96;466,70;0,00;0,00;115,74;19,87;24,80;0,02;10,58;;;
"";;00000000002098;SALSICHA FRIATO PACOTE 5KG;65,000;2596,86;39,95;2275,00;0,00;0,00;321,86;12,39;14,15;0,02;10,60;;;
"";;00000000001108;CALDO EM PO SAZON GALINHA 325G;65,000;145,95;2,25;113,05;0,00;0,00;32,90;22,54;29,10;0,02;10,63;;;
"";;00000000005058;MACARRAO SEMOLA SPAGUETTI RICHESTER 400G;65,000;259,12;3,99;252,20;0,00;0,00;6,92;2,67;2,74;0,02;10,65;;;
"";;00000000005962;CHOCOLATE ROCKLETS 40G;66,000;225,57;3,42;153,78;0,00;0,00;71,79;31,83;46,68;0,02;10,67;;;
"";;00000000003435;FARINHA AMARELA COMPADRE ZE 1KG;66,000;244,14;3,70;190,74;0,00;0,00;53,40;21,87;28,00;0,02;10,69;;;
"";;00000000000682;BISCOITO MAIZENA FORTALEZA 350G;66,000;389,79;5,91;323,95;0,00;0,00;65,84;16,89;20,32;0,02;10,71;;;
"";;00000000003945;LEITE NINHO SACHE 575G;66,000;1588,17;24,06;1358,94;0,00;0,00;229,23;14,43;16,87;0,02;10,73;;;
"";;00000000000516;AMENDOIM GRANULADO MULTIGRAOS 1KG;66,000;990,01;15,00;792,00;0,00;0,00;198,01;20,00;25,00;0,02;10,75;;;
"";;00000000005680;BARRA COBERTURA TOP MEIO AMARGO HARALD 1010KG;66,000;2041,90;30,94;1821,10;0,00;0,00;220,80;10,81;12,12;0,02;10,77;;;
"";;00000000000288;JUJUBA DORI 500G;66,000;527,34;7,99;402,60;0,00;0,00;124,74;23,65;30,98;0,02;10,80;;;
"";;00000000001766;LEITE CONDENSADO SEMIDESNATADO PIRACANJUBA 395G;67,000;482,34;7,20;401,33;0,00;0,00;81,01;16,80;20,19;0,02;10,82;;;
"";;00000000005751;BACON EM CUBOS PERDIGAO 1KG;67,000;2076,33;30,99;1860,87;0,00;0,00;215,46;10,38;11,58;0,02;10,84;;;
"";;00000000006154;DOCE TROPILE BANANA ZERO VIEIRA 23G;67,000;153,75;2,29;127,30;0,00;0,00;26,45;17,20;20,78;0,02;10,86;;;
"";;00000000002205;HALLS MENTOL;68,000;101,42;1,49;68,68;0,00;0,00;32,74;32,28;47,67;0,02;10,88;;;
"";;00000000001517;REQUEIJAO BETANIA LIGHT 200G;68,000;543,84;8,00;449,48;0,00;0,00;94,36;17,35;20,99;0,02;10,90;;;
"";;00000000005465;AMENDOIM DEBULHADO AMAZON 1KG;68,000;1019,32;14,99;816,00;0,00;0,00;203,32;19,95;24,92;0,02;10,93;;;
"";;00000000001249;ATUM RALADO PESCADOR 140G;68,000;453,88;6,67;361,25;0,00;0,00;92,63;20,41;25,64;0,02;10,95;;;
"";;00000000001575;MARGARINA AMELIA 80% GORDURA 1010KG;69,000;1160,96;16,83;852,00;0,00;0,00;308,96;26,61;36,26;0,02;10,97;;;
"";;00000000000578;LEITE DESNATADO BETANIA 1L;69,000;413,70;6,00;351,21;0,00;0,00;62,49;15,11;17,79;0,02;10,99;;;
"";;00000000001339;MACARRAO ESPAGUETE FAIXA DOURADA FORTALEZA 400G;69,000;275,31;3,99;210,45;0,00;0,00;64,86;23,56;30,82;0,02;11,02;;;
"";;00000000000919;DETERGENTE YPE MA�A 500ML;69,000;171,97;2,49;138,24;0,00;0,00;33,73;19,61;24,40;0,02;11,04;;;
"";;00000000006052;ACHOCOLATADO CHOCOLATTO TRES CORACOES 560G;69,000;1097,10;15,90;880,44;0,00;0,00;216,66;19,75;24,61;0,02;11,06;;;
"";;00000000004941;TRIDENT SABOR CANELA S/A�UCAR 8G;69,000;137,31;1,99;110,40;0,00;0,00;26,91;19,60;24,38;0,02;11,08;;;
"";;00000000000015;UVA PASSAS KG;69,995;2094,31;29,92;1553,89;0,00;0,00;540,42;25,80;34,78;0,02;11,10;;;
"";;00000000002184;TOUCA DESCARTAVEL TALGE C/100 UNIDADES;70,000;693,00;9,90;511,00;0,00;0,00;182,00;26,26;35,62;0,02;11,13;;;
"";;00000000001652;SACO DE CHURRASCO 2KG;70,000;488,79;6,98;436,10;0,00;0,00;52,69;10,78;12,08;0,02;11,15;;;
"";;00000000001962;MASSA LASANHA DONA BENTA COM OVOS LISA 200G;70,000;446,04;6,37;394,96;0,00;0,00;51,08;11,45;12,93;0,02;11,17;;;
"";;00000000001231;LEMON PEPPER 18G PIONEIRO;70,000;181,47;2,59;147,00;0,00;0,00;34,47;18,99;23,45;0,02;11,19;;;
"";;00000000001570;CHEDDAR VIGOR BISNAGA 15KG;70,000;4196,54;59,95;3527,06;0,00;0,00;669,48;15,95;18,98;0,02;11,22;;;
"";;00000000005788;COCO RALADO FLOCOS ADELCOCO 100G;71,000;569,06;8,01;441,70;0,00;0,00;127,36;22,38;28,83;0,02;11,24;;;
"";;00000000001940;MACARRAO NISSIN LAMEN SABOR GALINHA CAIPIRA 80G;71,000;148,39;2,09;132,19;0,00;0,00;16,20;10,92;12,26;0,02;11,26;;;
"";;00000000001137;SAZON FRANGO 60G C/ 12 SACHE;71,000;347,90;4,90;261,28;0,00;0,00;86,62;24,90;33,15;0,02;11,29;;;
"";;00000000003846;POTE 140ML REDONDO ULTRA TRANS;71,000;425,68;6,00;34,40;0,00;0,00;391,28;91,92;1137,44;0,02;11,31;;;
"";;00000000001547;MARGARINA QUALY 1KG;71,000;1280,39;18,03;1052,47;0,00;0,00;227,92;17,80;21,66;0,02;11,33;;;
"";;00000000005867;BANDEJA FILE DE PEITO DE FRANGO SADIA 800G;71,000;1554,90;21,90;1395,15;0,00;0,00;159,75;10,27;11,45;0,02;11,35;;;
"";;00000000002540;OVOS DE CODORNA TIJUCA C/ 30 OVOS;72,000;562,81;7,82;463,10;0,00;0,00;99,71;17,72;21,53;0,02;11,38;;;
"";;00000000005741;FARINHA PARA EMPANAR PANKO TECNUTRI 1KG;72,000;1151,28;15,99;888,48;0,00;0,00;262,80;22,83;29,58;0,02;11,40;;;
"";;00000000006194;ESPETOS DE BAMBU BOMPACK 25CM C/50;73,000;210,87;2,89;124,10;0,00;0,00;86,77;41,15;69,92;0,02;11,42;;;
"";;00000000001679;KIT LASANHA DE ALUMINIO P D6 K15 C/10;73,000;438,05;6,00;299,30;0,00;0,00;138,75;31,67;46,36;0,02;11,45;;;
"";;00000000004732;POLPA DE GRAVIOLA 500G PURA POLPA;73,000;722,70;9,90;547,50;0,00;0,00;175,20;24,24;32,00;0,02;11,47;;;
"";;00000000001209;LOURO FOLHAS 18G PIONEIRO;74,000;221,46;2,99;155,40;0,00;0,00;66,06;29,83;42,51;0,02;11,50;;;
"";;00000000003805;CALDO MAGGI BACON 57G;74,000;147,26;1,99;110,32;0,00;0,00;36,94;25,08;33,48;0,02;11,52;;;
"";;00000000003937;MACARRAO ESPAGUETE MASSA COM OVOS BRANDINI 500G;74,000;406,26;5,49;318,94;0,00;0,00;87,32;21,49;27,38;0,02;11,54;;;
"";;00000000004812;AZEITONAS FATIADA TAMBAU 120G SACHE;74,000;585,63;7,91;462,50;0,00;0,00;123,13;21,03;26,62;0,02;11,57;;;
"";;00000000001673;PRATO DE PAPELAO 02;74,000;8,86;0,12;6,66;0,00;0,00;2,20;24,83;33,03;0,02;11,59;;;
"";;00000000005728;MARGARINA CLAYBOM COM SAL 1KG;75,000;838,77;11,18;675,68;0,00;0,00;163,09;19,44;24,14;0,02;11,62;;;
"";;00000000006155;DOCE BEIJO DE LEITE VIEIRA 23G;75,000;149,25;1,99;24,14;0,00;0,00;125,11;83,83;518,27;0,02;11,64;;;
"";;00000000003087;G70 BR-70  RETANGULAR BRPACKING;75,000;385,10;5,13;320,70;0,00;0,00;64,40;16,72;20,08;0,02;11,66;;;
"";;00000000000213;NUTELLA 3KG;75,000;14577,08;194,36;12675,00;0,00;0,00;1902,08;13,05;15,01;0,02;11,69;;;
"";;00000000001817;KETCHUP QUERO MAIS 1KG;75,000;261,75;3,49;187,50;0,00;0,00;74,25;28,37;39,60;0,02;11,71;;;
"";;00000000000612;COCO RALADO ADELCOCO 100G;75,000;323,64;4,32;242,43;0,00;0,00;81,21;25,09;33,50;0,02;11,74;;;
"";;00000000001759;REFRIGERANTE FANTA UVA 2L;75,000;588,10;7,84;553,85;0,00;0,00;34,25;5,82;6,18;0,02;11,76;;;
"";;00000000004744;TOTAL SABOR LARANJA 2L;76,000;303,24;3,99;278,92;0,00;0,00;24,32;8,02;8,72;0,02;11,79;;;
"";;00000000002591;MARGARINA RICCA PARA FOLHADOS 2KG 80% DE GORDURA PAPEL FOLHEADO;76,000;3263,21;42,94;2462,40;0,00;0,00;800,81;24,54;32,52;0,02;11,81;;;
"";;00000000004646;POLPA DE CAJA 500G PURA POLPA;76,000;646,00;8,50;494,00;0,00;0,00;152,00;23,53;30,77;0,02;11,83;;;
"";;00000000002173;COCO RALADO SUPER COCO DESIDRATADO 1KG;76,000;1986,16;26,13;1414,00;0,00;0,00;572,16;28,81;40,46;0,02;11,86;;;
"";;00000000002639;BANDEJA DE IOGURTE DE MORANGO BETANIA 540G;77,000;385,22;5,00;308,00;0,00;0,00;77,22;20,05;25,07;0,02;11,88;;;
"";;00000000001536;MARGARINA QUALY 250G;77,000;385,06;5,00;325,49;0,00;0,00;59,57;15,47;18,30;0,02;11,91;;;
"";;00000000000098;PICANHA SUINA KG;77,388;2547,92;32,92;2169,96;0,00;0,00;377,96;14,83;17,42;0,02;11,93;;;
"";;00000000001223;PAPRICA DOCE 48G PIONEIRO;78,000;194,55;2,49;140,40;0,00;0,00;54,15;27,83;38,57;0,03;11,96;;;
